COMP_CODE,DEPT_CODE,COURSE_CODE,COURSE_NAME,ID_FROM,ID_TO,ROOM_NO,MAY_DATE,SLOT
1023,ECON,F211,PRINCIPLES OF ECONOMICS,2014B1A1510,2014B1AB054,2216,14,AN
1023,ECON,F211,PRINCIPLES OF ECONOMICS,2014B1AB058,2014B4TS966,2217,14,AN
1023,ECON,F211,PRINCIPLES OF ECONOMICS,2014B4TS974,2015A5PS900,2221,14,AN
1023,ECON,F211,PRINCIPLES OF ECONOMICS,2015A5PS902,2015A5PS959,2222,14,AN
1923,ECON,F315,FINANCIAL MANAGEMENT,2030EEPS555,2030EEPS555,6152,14,AN
1923,ECON,F315,FINANCIAL MANAGEMENT,2030EEPS555,2030EEPS555,6153,14,AN
1542,FIN,F315,FINANCIAL MANAGEMENT,2030FFPS555,2030FFPS555,6155,14,AN
734,MBA,C471,MANAGEMENT INFORM SYSTEM,2015H149219,2015H149269,6156,14,AN
734,MBA,C471,MANAGEMENT INFORM SYSTEM,2015H149270,2015H149299,6157,14,AN
1024,MGTS,F211,PRINCIPLES OF MANAGEMENT,2013A3PS247,2014A2PS675,6101,14,AN
1024,MGTS,F211,PRINCIPLES OF MANAGEMENT,2014A2PS682,2014A4PS352,6102,14,AN
1024,MGTS,F211,PRINCIPLES OF MANAGEMENT,2014A4PS353,2014A7PS042,6103,14,AN
1024,MGTS,F211,PRINCIPLES OF MANAGEMENT,2014A7PS044,2014A8PS431,6104,14,AN
1024,MGTS,F211,PRINCIPLES OF MANAGEMENT,2014A8PS437,2014B1TS969,6105,14,AN
1024,MGTS,F211,PRINCIPLES OF MANAGEMENT,2014B1TS970,2014B3A4479,6106,14,AN
1024,MGTS,F211,PRINCIPLES OF MANAGEMENT,2014B3A4506,2014B3A7836,6107,14,AN
1024,MGTS,F211,PRINCIPLES OF MANAGEMENT,2014B3A8545,2014B4A7715,6108,14,AN
1024,MGTS,F211,PRINCIPLES OF MANAGEMENT,2014B4A8785,2014D2TS993,6151,14,AN
1425,BIO,F243,GENETICS,2012A5TS245,2014B1A1470,2207,16,FN
1425,BIO,F243,GENETICS,2014B1A1492,2014B1TS972,2212,16,FN
1431,BIO,F341,DEVELOPMENTAL BIOLOGY,2012A3B1149,2013B1A3409,6103,16,FN
1431,BIO,F341,DEVELOPMENTAL BIOLOGY,2013B1A3818,2013B1TS996,6104,16,FN
1199,CE,F342,WATER & WASTEWATER TREAT,2012A2TS376,2013A2PS489,6101,16,FN
1199,CE,F342,WATER & WASTEWATER TREAT,2013A2PS498,2013A2TS491,6102,16,FN
1563,CHEM,F343,INORGANIC CHEMISTRY III,2013B2A1782,2013B2A1812,6106,16,FN
1563,CHEM,F343,INORGANIC CHEMISTRY III,2013B2A1832,2013B2TS967,6151,16,FN
1450,ECON,F342,APPLIED ECONOMETRICS,2012B3A8538,2013B3A7543,2214,16,FN
1450,ECON,F342,APPLIED ECONOMETRICS,2013B3A7603,2013B3A8718,2215,16,FN
1450,ECON,F342,APPLIED ECONOMETRICS,2013B3A8737,2013B3TS974,2216,16,FN
1172,GS,F234,DEVELOPMENT ECONOMICS,2014ABPS893,2014D2TS980,6106,16,FN
1603,HSS,F222,LINGUISTICS,2012A1PS412,2013A3PS325,2204,16,FN
1603,HSS,F222,LINGUISTICS,2013A7PS040,2014A7PS082,2206,16,FN
1603,HSS,F222,LINGUISTICS,2014A7PS093,2014B5A7571,2207,16,FN
1350,INSTR,F343,INDUS INSTRUMENT & CONT,2012A8PS350,2013A8PS456,2217,16,FN
1350,INSTR,F343,INDUS INSTRUMENT & CONT,2013A8PS457,2013A8TS404,2221,16,FN
1473,MATH,F342,DIFFERENTIAL GEOMETRY,2013B4A1211,2013B4A3744,2221,16,FN
1473,MATH,F342,DIFFERENTIAL GEOMETRY,2013B4A3762,2013B4TS978,2222,16,FN
1272,ME,F342,COMPUTER AIDED DESIGN,2012A4PS301,2013A4PS349,2201,16,FN
1272,ME,F342,COMPUTER AIDED DESIGN,2013A4PS350,2013A4TS305,2203,16,FN
1407,MF,F342,COMPUTER AIDED DESIGN,2012B1AB790,2012B5AB659,2201,16,FN
1407,MF,F342,COMPUTER AIDED DESIGN,2013ABPS020,2013ABPS546,2203,16,FN
1407,MF,F342,COMPUTER AIDED DESIGN,2013ABPS548,2013ABPS822,2204,16,FN
1491,PHY,F343,NUCLEAR & PARTICLE PHY,2012B5A3651,2013B5A8539,6105,16,FN
1491,PHY,F343,NUCLEAR & PARTICLE PHY,2013B5A8554,2013B5TS960,6106,16, FN
